marca,modelo,km,potencia,fecha_registro,tipo_gasolina,color,tipo_coche,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,fecha_venta
BMW,420,181644.0,135.0,2014-05-01,diesel,blue,coupe,True,True,False,,True,False,True,True,19000.0,2018-01-01
BMW,435,26062.0,225.0,,petrol,blue,coupe,True,True,False,True,True,True,True,True,30500.0,2018-03-01
,425,56250.0,160.0,,diesel,blue,coupe,False,False,False,,False,False,False,True,28600.0,2018-02-01
,435,45536.0,250.0,,petrol,white,coupe,True,True,True,,True,True,True,True,38900.0,2018-02-01
,640,69695.0,230.0,2012-04-01,diesel,,coupe,True,True,False,,,True,True,True,36300.0,2018-02-01
BMW,420,61300.0,135.0,,diesel,,,True,True,False,,True,False,True,True,27700.0,2018-02-01
BMW,640,197407.0,230.0,,diesel,blue,coupe,True,True,True,,True,True,True,True,32100.0,2018-02-01
BMW,320,93066.0,135.0,2013-01-01,diesel,black,coupe,,False,False,,True,False,True,,11900.0,2018-06-01
BMW,M3,29925.0,309.0,,petrol,silver,,True,True,False,,True,True,True,True,47000.0,2018-04-01
BMW,640 Gran Coupé,67403.0,230.0,,diesel,black,coupe,True,True,True,,True,True,True,True,55200.0,2018-02-01
,420,199614.0,120.0,2013-11-01,diesel,black,coupe,True,True,True,,True,True,True,False,16100.0,2018-02-01
,220,27786.0,140.0,2015-09-01,diesel,white,coupe,False,True,False,,False,True,True,False,26200.0,2018-02-01
BMW,420,80165.0,135.0,2014-11-01,diesel,white,coupe,False,False,False,,False,False,False,False,19500.0,2018-03-01
,M4,69410.0,317.0,2015-02-01,petrol,white,,True,True,False,,False,True,True,True,53600.0,2018-03-01
BMW,M3,170550.0,309.0,,petrol,grey,coupe,True,True,False,,True,False,True,True,28000.0,2018-03-01
BMW,420,42077.0,135.0,2014-04-01,diesel,black,coupe,False,False,False,,True,True,True,False,22400.0,2018-03-01
BMW,640,92527.0,230.0,2012-03-01,diesel,blue,,True,True,True,,False,False,True,True,32000.0,2018-03-01
BMW,218,23949.0,100.0,,diesel,blue,coupe,False,True,False,False,True,False,True,False,26400.0,2018-04-01
BMW,320,175311.0,130.0,,diesel,black,coupe,True,False,False,,True,False,True,,8600.0,2018-03-01
BMW,435 Gran Coupé,97806.0,230.0,2015-08-01,diesel,black,coupe,True,,False,,True,True,True,True,31500.0,2018-03-01
BMW,640,141346.0,230.0,2012-04-01,diesel,blue,coupe,True,True,True,,True,True,True,True,39900.0,2018-03-01
BMW,120,220101.0,130.0,2011-03-01,diesel,black,,False,False,False,False,True,False,True,False,8900.0,2018-03-01
BMW,420,64386.0,135.0,2014-04-01,diesel,,coupe,False,False,False,,True,True,True,,23800.0,2018-03-01
,420,54993.0,135.0,,,black,,False,False,False,False,False,False,False,False,18400.0,2018-03-01
BMW,420,152383.0,135.0,2014-04-01,diesel,black,coupe,True,False,False,False,True,True,True,,16900.0,2018-03-01
,M235,69736.0,240.0,,petrol,grey,,True,True,True,False,True,True,True,False,30000.0,2018-05-01
,320,202812.0,130.0,,diesel,silver,,False,False,False,False,True,False,True,True,8200.0,2018-04-01
BMW,640,69768.0,230.0,2012-01-01,diesel,black,coupe,True,True,True,False,True,,True,,36900.0,2018-04-01
BMW,120,220296.0,130.0,,diesel,black,,False,False,False,False,True,False,True,False,7500.0,2018-04-01
,420,125965.0,135.0,,diesel,,coupe,False,True,False,,True,True,True,False,23400.0,2018-04-01
,420,193330.0,120.0,2014-08-01,diesel,grey,coupe,True,True,False,False,True,,True,True,23000.0,2018-04-01
BMW,i8,12402.0,170.0,,hybrid_petrol,grey,coupe,True,True,False,False,False,False,False,True,95200.0,2018-04-01
BMW,420,147130.0,135.0,,diesel,black,coupe,False,True,False,,True,False,True,True,23200.0,2018-04-01
BMW,420,96260.0,135.0,2014-02-01,diesel,,,False,True,False,,True,True,True,False,25300.0,2018-04-01
BMW,M3,99283.0,309.0,,petrol,silver,,False,False,False,,True,False,True,True,28600.0,2018-04-01
BMW,420,48431.0,135.0,,diesel,grey,coupe,True,True,False,,True,True,True,,27000.0,2018-04-01
BMW,330,170862.0,170.0,2007-07-01,diesel,white,coupe,True,False,False,,True,True,True,True,9200.0,2018-04-01
BMW,420,100154.0,135.0,2014-03-01,diesel,grey,coupe,True,True,False,,True,False,True,True,22500.0,2018-04-01
BMW,320,187967.0,120.0,,petrol,grey,coupe,True,,False,,False,True,True,False,3100.0,2018-04-01
BMW,320,39228.0,135.0,,diesel,grey,coupe,False,,False,,True,False,True,True,14600.0,2018-04-01
BMW,435,90763.0,230.0,2014-05-01,diesel,white,coupe,False,True,True,False,False,True,False,True,26100.0,2018-04-01
BMW,320,342768.0,135.0,2011-12-01,diesel,black,,False,True,False,,True,False,True,,8200.0,2010-04-01
BMW,320,188335.0,130.0,,diesel,grey,coupe,False,False,False,,True,False,True,True,8700.0,2018-05-01
,M235,37619.0,240.0,,petrol,black,,True,False,False,,True,True,True,True,27700.0,2018-05-01
BMW,420,107375.0,135.0,2014-07-01,diesel,white,,True,True,False,False,True,True,True,False,23800.0,2018-05-01
BMW,135,87304.0,225.0,,petrol,white,coupe,True,True,True,False,True,True,True,,23500.0,2018-05-01
BMW,420,33947.0,135.0,,petrol,,coupe,False,True,False,,True,True,True,True,28000.0,2018-05-01
BMW,420,61429.0,135.0,2015-03-01,diesel,black,,True,True,False,,True,False,True,,26800.0,2018-05-01
,630,149943.0,190.0,,petrol,black,coupe,True,True,True,False,True,True,True,True,10500.0,2018-05-01
BMW,640,36139.0,230.0,,diesel,,coupe,True,True,False,False,True,False,True,True,32100.0,2018-05-01
,420,41353.0,135.0,,diesel,black,,False,False,False,,True,True,True,False,22000.0,2018-05-01
,435,121100.0,230.0,2014-04-01,diesel,black,coupe,True,True,True,,True,True,True,True,28600.0,2018-05-01
,420,80540.0,120.0,2014-05-01,petrol,black,coupe,False,True,False,True,True,,True,True,21800.0,2018-05-01
BMW,640,126685.0,230.0,2012-09-01,diesel,black,coupe,True,True,True,,True,True,True,True,36500.0,2018-05-01
BMW,420,12634.0,142.0,,diesel,grey,coupe,True,True,False,,True,False,True,True,17800.0,2018-05-01
BMW,420,47902.0,140.0,2016-01-01,diesel,black,coupe,True,True,False,,True,True,True,True,30700.0,2018-05-01
BMW,640 Gran Coupé,63421.0,230.0,,diesel,blue,coupe,True,True,True,,True,True,True,True,45800.0,2018-05-01
BMW,430,70880.0,190.0,2014-05-01,diesel,blue,coupe,False,True,False,,False,True,True,True,28700.0,2018-05-01
BMW,420,174740.0,135.0,2013-11-01,diesel,,coupe,True,True,True,False,True,True,True,True,,2018-05-01
BMW,430 Gran Coupé,162327.0,190.0,,diesel,black,,True,True,False,True,True,True,True,True,23300.0,2018-05-01
BMW,420,45299.0,120.0,,diesel,brown,,True,,False,False,True,False,True,True,27600.0,2018-05-01
BMW,335,268780.0,225.0,2010-11-01,petrol,white,coupe,True,,True,False,True,True,True,False,12900.0,2018-06-01
BMW,420,61620.0,120.0,,diesel,blue,coupe,False,True,False,,True,True,True,True,26800.0,2018-06-01
,420,116134.0,135.0,,diesel,grey,,False,True,False,,True,True,True,True,21800.0,2018-06-01
BMW,420,46706.0,120.0,,diesel,blue,coupe,True,True,False,,True,True,True,True,24100.0,2018-06-01
BMW,320,260217.0,120.0,,diesel,grey,coupe,True,,False,False,True,True,True,True,8500.0,2018-06-01
BMW,420,143853.0,120.0,2013-11-01,diesel,black,coupe,True,True,True,,True,True,True,False,17000.0,2018-06-01
,420,65008.0,140.0,2015-03-01,diesel,white,coupe,True,False,True,False,True,True,True,False,24200.0,2018-06-01
BMW,320,189137.0,130.0,,diesel,grey,coupe,False,False,False,,True,False,True,True,8700.0,2018-07-01
BMW,420,140694.0,120.0,2013-10-01,diesel,black,coupe,True,,False,False,True,,True,False,18300.0,2018-07-01
,320,202363.0,120.0,,diesel,black,coupe,True,False,False,,True,False,True,False,7600.0,2018-07-01
,325,221500.0,155.0,2009-07-01,petrol,grey,coupe,True,True,True,False,True,,True,,9300.0,2018-07-01
BMW,420,47876.0,120.0,,diesel,blue,,True,True,False,False,True,True,True,True,25000.0,2018-07-01
BMW,320,224613.0,130.0,,diesel,white,coupe,False,False,False,,True,False,True,False,8900.0,2018-07-01
BMW,335,274992.0,210.0,2012-01-01,diesel,black,coupe,True,True,False,,True,,True,True,19000.0,2018-07-01
,320,91931.0,135.0,,diesel,,,False,False,False,,True,,True,False,12500.0,2018-07-01
BMW,218,23886.0,110.0,,diesel,red,,False,True,False,,True,False,True,False,16700.0,2018-08-01
BMW,118,140464.0,105.0,,diesel,blue,coupe,False,False,False,False,False,True,True,False,8900.0,2018-08-01
BMW,218,50421.0,100.0,,diesel,grey,,True,,False,,False,True,True,False,17100.0,2018-08-01
BMW,640,136545.0,230.0,,diesel,,coupe,True,,True,,True,True,True,True,29200.0,2018-08-01
BMW,M3,169970.0,309.0,2011-03-01,petrol,grey,coupe,True,True,False,,True,False,True,True,35700.0,2018-08-01
BMW,330,122991.0,170.0,2017-11-01,diesel,green,coupe,True,True,True,False,True,False,True,False,11300.0,2018-08-01
BMW,320,102178.0,120.0,2009-09-01,petrol,,coupe,True,False,False,,True,False,True,,10700.0,2018-08-01
BMW,635,173302.0,210.0,2010-05-01,diesel,grey,coupe,True,True,True,,True,False,True,True,19300.0,2018-08-01
BMW,320,202811.0,120.0,2007-11-01,diesel,black,,True,False,False,,True,False,True,False,7700.0,2018-08-01
BMW,325,169722.0,145.0,2008-05-01,diesel,grey,coupe,True,False,False,,True,False,True,False,8300.0,2018-08-01
BMW,320,129338.0,135.0,,diesel,blue,,True,True,False,,True,False,True,True,12800.0,2018-08-01
BMW,320,186950.0,120.0,2001-04-01,petrol,grey,coupe,True,True,False,,False,True,True,False,2700.0,2018-09-01
BMW,218,34463.0,105.0,,diesel,,coupe,False,False,True,,False,True,True,True,23800.0,2018-09-01
BMW,320,110818.0,135.0,,diesel,black,,True,True,True,,False,,True,True,15000.0,2018-09-01
BMW,320,200510.0,135.0,2010-12-01,diesel,,coupe,True,True,False,,True,,True,True,10900.0,2018-09-01
BMW,430 Gran Coupé,161794.0,190.0,,diesel,black,coupe,True,True,False,True,True,True,True,True,23100.0,2018-09-01
,320,227832.0,120.0,2008-04-01,diesel,black,estate,True,False,False,False,False,False,True,False,5400.0,2018-01-01
BMW,318,108245.0,100.0,2013-03-01,diesel,,estate,True,True,True,,False,False,True,False,11700.0,2018-01-01
BMW,520,221018.0,135.0,2014-06-01,diesel,black,,True,True,False,,True,False,True,True,16500.0,2018-01-01
,318,101658.0,100.0,,diesel,grey,,False,True,False,False,False,False,True,False,11400.0,2018-01-01
BMW,320,163181.0,120.0,2012-03-01,diesel,grey,,False,False,False,False,False,,True,False,8200.0,2018-01-01
BMW,320,143180.0,135.0,,diesel,black,estate,False,True,False,,True,False,True,False,13100.0,2018-01-01
BMW,316,146310.0,85.0,2012-03-01,diesel,black,estate,False,False,False,False,False,False,True,False,7600.0,2018-04-01
BMW,330,107560.0,190.0,2013-06-01,diesel,grey,estate,False,False,False,False,False,,False,True,14500.0,2018-03-01
BMW,318,78425.0,100.0,2013-06-01,diesel,beige,estate,False,True,False,,False,False,True,False,12700.0,2018-07-01
BMW,520,95078.0,140.0,2014-12-01,diesel,black,,False,False,False,False,False,False,False,True,21300.0,2018-03-01
,520,246424.0,120.0,,diesel,black,estate,True,True,False,False,False,False,True,False,6000.0,2018-08-01
BMW,318,203950.0,105.0,2014-06-01,diesel,white,estate,False,,False,False,False,False,True,True,7900.0,2018-04-01
,316,158002.0,85.0,2014-06-01,diesel,white,estate,False,,False,False,False,False,True,False,8900.0,2018-04-01
,318,193476.0,105.0,,diesel,silver,estate,False,False,False,False,False,False,False,False,6500.0,2018-04-01
BMW,320,209208.0,135.0,,diesel,black,estate,False,,False,,False,False,False,True,800.0,2018-04-01
BMW,316,135119.0,85.0,,diesel,white,,False,True,False,,False,False,True,True,10900.0,2018-06-01
BMW,520,199603.0,120.0,,diesel,blue,estate,True,True,True,False,True,False,True,True,13100.0,2018-06-01
BMW,318,41142.0,105.0,2015-05-01,diesel,,estate,False,False,False,False,False,,False,True,18200.0,2018-03-01
BMW,316,46738.0,85.0,2014-08-01,diesel,black,,False,,False,,False,False,False,False,14400.0,2018-02-01
BMW,320,146639.0,135.0,,diesel,silver,estate,False,True,False,,False,False,True,True,800.0,2018-04-01
BMW,316,159983.0,85.0,,diesel,grey,estate,False,False,False,,False,False,False,True,800.0,2018-04-01
BMW,316,156627.0,85.0,2013-05-01,diesel,blue,estate,False,True,False,,False,False,True,False,9000.0,2018-09-01
BMW,,146338.0,105.0,,diesel,black,,False,True,False,,False,,True,,13300.0,2018-08-01
,520,270884.0,100.0,,diesel,blue,estate,True,False,False,,False,False,True,False,1100.0,2018-06-01
BMW,525,175096.0,160.0,,diesel,,estate,False,False,False,,False,False,False,True,6500.0,2018-04-01
BMW,320,155503.0,135.0,,diesel,blue,estate,False,,False,,False,False,True,True,12200.0,2018-08-01
BMW,525,134094.0,160.0,,diesel,,,False,False,False,,False,False,False,True,15800.0,2018-04-01
BMW,318,156885.0,100.0,,diesel,grey,estate,False,False,False,,False,False,True,False,10200.0,2018-07-01
BMW,320,302525.0,100.0,,diesel,grey,estate,False,,False,,False,False,True,False,1000.0,2018-09-01
BMW,320,181052.0,120.0,,diesel,black,estate,False,True,False,,False,False,True,,11500.0,2009-04-01
BMW,525,106054.0,,2014-05-01,diesel,black,estate,False,True,False,,False,False,True,True,18700.0,2018-03-01
BMW,520,146528.0,140.0,2014-07-01,diesel,,,True,True,True,,False,False,True,,18600.0,2018-08-01
BMW,320,183403.0,135.0,,diesel,grey,,False,True,False,,False,False,True,,11400.0,2018-05-01
,316,130852.0,85.0,,diesel,white,,False,False,False,False,False,False,False,True,7700.0,2018-04-01
BMW,320,186697.0,135.0,2012-11-01,,white,estate,False,False,False,,False,False,False,True,2400.0,2018-04-01
,320,132746.0,135.0,2014-06-01,diesel,white,,False,False,False,,False,False,False,True,11900.0,2018-06-01
BMW,320,101013.0,120.0,,diesel,blue,estate,False,True,False,,False,False,True,True,800.0,2018-05-01
,316,130019.0,85.0,2014-08-01,diesel,white,estate,False,False,False,,False,False,False,,800.0,2018-03-01
BMW,325,90747.0,160.0,,diesel,grey,estate,False,False,False,,False,False,False,False,11200.0,2018-04-01
BMW,316,145179.0,85.0,,diesel,brown,,False,True,False,,False,False,True,False,9400.0,2018-05-01
BMW,320,87171.0,135.0,,diesel,silver,estate,False,False,False,,False,False,False,True,18900.0,2018-03-01
,320,110212.0,135.0,2013-04-01,diesel,black,estate,False,False,False,,False,False,False,,9000.0,2018-03-01
BMW,318,11917.0,110.0,,diesel,white,estate,False,False,False,False,False,False,False,,23400.0,2018-05-01
BMW,318,12508.0,110.0,,diesel,white,estate,False,False,False,,False,,False,True,23700.0,2018-05-01
BMW,330,149525.0,190.0,2013-11-01,diesel,silver,,False,False,False,,False,False,False,True,15400.0,2018-03-01
BMW,318,122357.0,105.0,2014-12-01,diesel,grey,,False,True,False,False,False,False,True,True,13700.0,2018-08-01
BMW,320,165516.0,135.0,,diesel,blue,estate,False,False,False,,False,,True,False,800.0,2018-05-01
BMW,318,158853.0,100.0,,diesel,black,estate,True,False,False,,False,False,True,False,10900.0,2018-06-01
BMW,318,167280.0,105.0,,diesel,white,,False,True,False,,False,False,True,,13300.0,2018-02-01
,320,69978.0,135.0,2013-09-01,diesel,grey,estate,False,False,False,,False,,False,True,18000.0,2018-04-01
BMW,318,105105.0,105.0,2013-12-01,diesel,white,estate,False,False,False,,False,False,False,False,6000.0,2018-03-01
,318,170164.0,105.0,,diesel,grey,,False,True,False,,False,,True,True,800.0,2018-05-01
BMW,318,153585.0,105.0,,diesel,white,,False,False,False,False,False,,False,True,13600.0,2018-05-01
BMW,530,156127.0,190.0,2012-09-01,diesel,black,estate,True,True,False,,True,,True,True,17800.0,2018-06-01
BMW,320,117722.0,122.0,2013-04-01,diesel,,estate,False,False,False,,False,False,True,False,9200.0,2018-03-01
BMW,320,236095.0,135.0,,diesel,blue,,False,False,False,False,False,,True,False,6100.0,2018-05-01
,316,142031.0,85.0,2014-10-01,diesel,black,estate,False,True,False,False,False,False,True,False,13000.0,2018-05-01
BMW,318,150807.0,105.0,,diesel,black,estate,False,True,False,,False,,True,True,11500.0,2018-05-01
BMW,318,185085.0,105.0,,diesel,white,estate,False,True,False,False,False,False,True,,9300.0,2018-04-01
,320,163879.0,120.0,2012-03-01,diesel,grey,estate,False,False,False,,False,False,True,False,8600.0,2018-06-01
BMW,530,137744.0,200.0,,petrol,black,,False,True,True,,True,False,False,True,20200.0,2018-06-01
BMW,316,94829.0,85.0,,diesel,grey,,False,False,False,,False,False,False,False,12600.0,2018-04-01
BMW,330,127461.0,190.0,,diesel,silver,estate,False,True,False,,False,False,True,True,800.0,2018-05-01
BMW,320,58673.0,135.0,2013-03-01,diesel,grey,estate,False,False,False,False,False,False,False,True,18200.0,2018-04-01
BMW,320,183683.0,135.0,2014-05-01,diesel,black,estate,False,False,False,,False,,True,False,1200.0,2018-04-01
BMW,320,153236.0,135.0,2014-07-01,diesel,blue,,False,True,False,,False,False,True,False,11900.0,2018-06-01
BMW,318,65933.0,105.0,,diesel,white,,False,,False,,False,False,False,,15100.0,2018-05-01
BMW,320,77419.0,120.0,,diesel,grey,estate,False,False,False,False,False,False,False,False,12000.0,2018-03-01
BMW,320,170322.0,120.0,,diesel,black,estate,False,False,False,,False,False,False,,12700.0,2018-04-01
BMW,316,83133.0,85.0,2014-03-01,diesel,white,estate,False,True,False,False,False,False,True,True,14300.0,2018-04-01
BMW,320,140324.0,135.0,,diesel,silver,estate,False,False,False,,False,False,False,,7700.0,2018-03-01
BMW,318,147097.0,105.0,2013-05-01,diesel,,estate,False,False,False,,False,False,False,True,800.0,2018-03-01
BMW,318,132871.0,85.0,,diesel,grey,,True,False,False,False,False,False,True,False,4300.0,2018-01-01
BMW,318,109741.0,100.0,,diesel,grey,estate,True,True,False,,False,False,True,False,12100.0,2018-01-01
BMW,320,168016.0,135.0,,diesel,red,,False,True,False,False,True,,True,True,12100.0,2018-01-01
BMW,520,238036.0,120.0,,diesel,black,estate,True,True,False,,False,,True,False,12900.0,2018-01-01
,316,147228.0,85.0,,diesel,silver,estate,True,True,False,,False,False,True,False,10600.0,2018-03-01
BMW,530,159659.0,190.0,2014-11-01,diesel,black,estate,True,True,False,,True,True,True,True,20200.0,2018-01-01
BMW,318,123340.0,105.0,2013-02-01,diesel,brown,estate,False,True,False,False,False,True,True,True,14200.0,2018-01-01
BMW,318,168068.0,100.0,,diesel,,,False,True,False,,False,False,True,,8000.0,2018-01-01
BMW,320,163601.0,120.0,2013-12-01,diesel,beige,estate,False,True,False,,False,False,True,,11700.0,2018-01-01
BMW,320,149108.0,135.0,,diesel,white,estate,False,True,True,,False,False,True,True,11300.0,2018-01-01
BMW,520,173446.0,135.0,2013-02-01,diesel,black,estate,True,True,False,,True,False,True,False,15600.0,2018-01-01
,320,197516.0,135.0,2012-11-01,diesel,black,estate,True,True,False,,False,False,True,False,10100.0,2018-01-01
BMW,318,170832.0,100.0,2014-11-01,diesel,blue,estate,True,True,False,False,False,False,True,False,10200.0,2018-06-01
BMW,320,149085.0,135.0,,diesel,black,estate,True,True,False,,True,False,True,True,14900.0,2018-08-01
BMW,535,255957.0,230.0,2012-01-01,diesel,,,True,True,True,,True,True,True,True,17800.0,2018-01-01
BMW,520,175024.0,135.0,2012-10-01,diesel,blue,,True,True,True,,True,True,True,False,13700.0,2018-03-01
BMW,318,132731.0,100.0,2013-09-01,diesel,,estate,True,True,False,,False,False,True,True,12500.0,2018-01-01
BMW,525,214691.0,120.0,2005-03-01,diesel,black,,True,True,False,,True,False,True,True,5100.0,2018-01-01
BMW,320,177568.0,120.0,,diesel,brown,estate,False,True,False,,False,False,True,False,10200.0,2018-01-01
,320,106878.0,135.0,2013-02-01,diesel,white,,False,True,False,,True,True,True,True,15400.0,2018-03-01
BMW,318,144727.0,105.0,,diesel,white,,False,True,True,,True,True,True,True,14300.0,2018-06-01
BMW,320 Gran Turismo,46731.0,140.0,2015-09-01,diesel,blue,,False,False,False,,False,,False,True,11900.0,2018-03-01
BMW,320,150969.0,135.0,2012-01-01,diesel,blue,estate,False,False,False,False,False,False,True,False,800.0,2018-01-01
,318,164900.0,100.0,2009-10-01,diesel,silver,estate,False,True,False,False,False,False,True,False,7300.0,2018-01-01
BMW,318,150002.0,100.0,,diesel,red,estate,False,True,False,False,False,,True,False,10700.0,2018-01-01
,316,117872.0,85.0,2013-10-01,diesel,black,estate,True,True,False,,False,,True,False,10400.0,2018-01-01
BMW,320,66314.0,135.0,2013-11-01,diesel,white,,False,False,False,False,False,False,False,True,16100.0,2018-01-01
BMW,318,216114.0,105.0,2013-04-01,diesel,blue,estate,False,True,False,,False,False,True,False,9900.0,2018-01-01
BMW,318,159505.0,100.0,,diesel,grey,estate,False,False,False,False,False,False,True,False,10000.0,2018-01-01
